1546206,"48.19883758722309,16.368797188423798"
1546132,"48.209057514826114,16.37972452933844"
1546141,"48.21613736544498,16.34229928047689"
1545934,"48.21396293277605,16.40641305840182"
1546253,"48.21624134156441,16.351350792743386"
1546274,"48.269496345098666,16.42689874996317"
1546205,"48.19855819073457,16.36795129280821"
1546151,"48.236905808258996,16.336043508397953"
1546236,"48.21085004010184,16.36302037920871"
1546125,"48.20909344438523,16.379099728028162"
1546155,"48.23723095935068,16.33502403253897"
1546137,"48.21963565071546,16.351735473671383"
1546165,"48.25445401365066,16.43171923174527"
1546295,"48.20779178354921,16.365866449205704"
1546143,"48.214991583041126,16.35817928200451"
1546136,"48.21228201050784,16.396706018833008"
1546134,"48.201625313207444,16.365227421297888"
1546256,"48.22109001984962,16.35536816421542"
1546118,"48.20661507466812,16.374890464529464"
1546238,"48.21485937923903,16.36531982035855"
1545928,"48.164824008924164,16.374147230618906"
1545923,"48.21545929381975,16.378428617289224"
1546237,"48.21405562361685,16.365001291600937"
1546131,"48.20022308469168,16.37831556094233"
1546242,"48.195196589680656,16.383700153059152"
1546294,"48.23760734436551,16.330296021462775"
1546114,"48.19658099664793,16.382282456047378"
1546243,"48.22933891167398,16.359096514205394"
1546248,"48.22902914049395,16.360543360655598"
1546162,"48.246946804966775,16.367579995863043"
1546292,"48.2054889397581,16.317331757786384"
1546273,"48.239436801402604,16.377846775295726"
1545936,"48.2146197497305,16.40626443464473"
1546197,"48.20046442062659,16.376962857092224"
1546210,"48.1962237926466,16.369311377704328"
1546272,"48.20013752041795,16.35588182987807"
1546133,"48.21020284845808,16.376354109986462"
1546257,"48.203841449127175,16.317042441012823"
1546255,"48.218437161163074,16.357800470505246"
1546215,"48.19953113829651,16.366925905107063"
1546220,"48.19452039430759,16.368418084438453"
1546275,"48.15772717723861,16.38227858823622"
1545926,"48.231370143001044,16.331424019483784"
1546209,"48.201025429272484,16.36232847219996"
1546203,"48.19810289808589,16.3689835647217"
1546158,"48.21209574913876,16.523151388699095"
1546226,"48.191202802398074,16.391755643257714"
1546219,"48.19643917381054,16.368925330527816"
1546166,"48.21987754994831,16.283295764789383"
1546140,"48.21726973474831,16.348373255599675"
1546213,"48.19941650522157,16.36783842471069"
1546232,"48.204086717825,16.368077823118266"
1546225,"48.19497290227156,16.371155225602934"
1546121,"48.20091778108139,16.369894351862918"
1546289,"48.21804007123538,16.34519154488844"
1546198,"48.189746777925365,16.313436856289165"
1546224,"48.19458438812114,16.369677658208005"
1546145,"48.216256065402405,16.360496360157722"
1546148,"48.23654607282594,16.337577480698467"
1546154,"48.23736774712295,16.33167414153381"
1546150,"48.23690523695278,16.335006269350725"
1546293,"48.215267214867794,16.405057852623703"
1546259,"48.23143539393349,16.334166488257498"
1546147,"48.21924935290256,16.35279578821901"
1546117,"48.19365287887959,16.36510157101912"
1546231,"48.196769099447316,16.41221691887164"
1546200,"48.23938184611682,16.35957159449422"
1546290,"48.23736774712295,16.33167414153381"
1546254,"48.221738027617356,16.35570485597903"
1546262,"48.19981582982973,16.34304241157092"
1546228,"48.234261442889675,16.391945188647533"
1546146,"48.21854015443631,16.355522903342745"
1546244,"48.22931651033132,16.358868156857863"
1545927,"48.20800765788998,16.372900547103416"
1546207,"48.19893378769707,16.368478842205224"
1546159,"48.285448229202586,16.42491284649101"
1546163,"48.24701912251074,16.36619049879893"
1546157,"48.23400658027536,16.339955853086366"
1546138,"48.222503462284045,16.350839904478"
1546115,"48.196545235549856,16.381046247628806"
1546249,"48.21475269032705,16.358263414175816"
1546211,"48.19673943181366,16.37048467090586"
1546130,"48.20973999629231,16.3849976321057"
1545911,"48.21930878706465,16.367516404807773"
1546230,"48.19247719043472,16.377377626240342"
1545924,"48.25701787424551,16.404303902211193"
1546269,"48.269496345098666,16.42689874996317"
1546223,"48.19516107994349,16.36966740929235"
1546196,"48.20182329985657,16.384741483747284"
1545922,"48.19878133969107,16.335922043292072"
1546153,"48.23736774712295,16.33167414153381"
1546268,"48.21912627923455,16.40343720305014"
1546247,"48.21495246843128,16.36241673814897"
1546160,"48.21890196552274,16.2414619044158"
1546204,"48.19870122092055,16.36800720691925"
1546270,"48.226573342207885,16.34919219213136"
1546234,"48.213320386467814,16.357543048645287"
1546124,"48.21346148881683,16.371140680507047"
1546126,"48.211149749047884,16.381399051839946"
1546291,"48.213012828415096,16.360851928870705"
1545931,"48.21384341856702,16.408860446502068"
1546128,"48.21217577645429,16.37196852093141"
1545929,"48.208851826766015,16.377203107870834"
1545925,"48.29413341666348,16.38007309851057"
1546252,"48.22030968166838,16.35292317323075"
1545935,"48.214569211541416,16.407354829589078"
1546123,"48.20838710235376,16.38293943118496"
1546156,"48.23648527795925,16.331222170038117"
1546212,"48.19870696305369,16.36756746836803"
1546229,"48.19147437587955,16.373493941712997"
1546235,"48.209257387137924,16.378842343464594"
1546142,"48.21810744647732,16.358122490629366"
1546129,"48.21129085318555,16.39817482684221"
1546245,"48.21805393787998,16.361390353993087"
1546278,"48.22814835104851,16.379435640888776"
1546113,"48.196989050609844,16.38231295437089"
1546397,"48.184056113155386,16.266097026529206"
1546264,"48.207793352232336,16.36892021832221"
1546214,"48.19976488613054,16.36720437079238"
1546208,"48.20122553439176,16.363530828432157"
1546250,"48.22015234054115,16.35454004045405"
1546221,"48.18943048878242,16.365421030128378"
1546164,"48.25263914109978,16.36963692946708"
1546144,"48.21920732451805,16.357134797188536"
1546233,"48.21378984807821,16.365778350824534"
1546277,"48.19980054719577,16.361975035689937"
1546218,"48.1970537695099,16.370005740803325"
1546227,"48.18121983981381,16.398730031879012"
1546216,"48.19763592091374,16.3714535181323"
1546263,"48.20486789337447,16.37222911791936"
1546246,"48.21526086575421,16.35642591792597"
1546267,"48.27473754094359,16.336311862906445"
1546122,"48.20299967447522,16.3867936443936"
1546276,"48.20016550636743,16.36307918010177"
1546265,"48.20661507466812,16.374890464529464"
1546239,"48.21411848576345,16.35777926493982"
1546149,"48.23616555180693,16.33500709210109"
1546222,"48.19516107994349,16.36966740929235"
1546201,"48.23350876049785,16.348984783975943"
1546135,"48.20175902187454,16.357901569058967"
1545933,"48.21220475172164,16.409839010138533"
1546119,"48.201969935918,16.374535970950056"
1546261,"48.23340182670886,16.347688599602268"
1545930,"48.16678670437826,16.374117226157473"
1545937,"48.21566196605036,16.406223135786885"
1546271,"48.24269452058537,16.35246039135697"
1546152,"48.23723293335785,16.33592544677782"
1546260,"48.23350876049785,16.348984783975943"
1546199,"48.20468300243243,16.373020992308312"
1546217,"48.19720859301711,16.370108208964062"
1546266,"48.223429445296574,16.423918403848166"
1546258,"48.22405999029442,16.34345902384054"
1546120,"48.20104520969109,16.369511577725973"
1546240,"48.188189346144405,16.402151785090552"
1546251,"48.22020699253599,16.355410761473575"
1546202,"48.198976375914846,16.369895225486264"
1546161,"48.24667788235995,16.368490431996676"
1546241,"48.18856092822113,16.40058354470961"
1546139,"48.22018781015255,16.344341816209"
1546116,"48.186579697715565,16.313139822747342"
1546127,"48.20729449229886,16.38414150251603"
1545932,"48.21274722310716,16.40990387836498"
